,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,browser,browserSize,browserVersion,deviceCategory,flashVersion,isMobile,language,mobileDeviceBranding,mobileDeviceInfo,mobileDeviceMarketingName,mobileDeviceModel,mobileInputSelector,operatingSystem,operatingSystemVersion,screenColors,screenResolution,city,cityId,continent,country,latitude,longitude,metro,networkDomain,networkLocation,region,subContinent,bounces,hits,newVisits,pageviews,transactionRevenue,visits,adContent,adwordsClickInfo.adNetworkType,adwordsClickInfo.criteriaParameters,adwordsClickInfo.gclId,adwordsClickInfo.isVideoAd,adwordsClickInfo.page,adwordsClickInfo.slot,campaign,isTrueDirect,keyword,medium,referralPath,source,campaignCode
89968,Organic Search,20161130,7247995041552365194,7247995041552365194_1480557257,Not Socially Engaged,1480557257,5,2016-12-01 01:54:17,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Toronto,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,(not set),(not set),not available in demo dataset,Ontario,Northern America,,155,,115,82820000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
95122,Direct,20170303,6944288019130180719,6944288019130180719_1488547630,Not Socially Engaged,1488547630,2,2017-03-03 13:27:10,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,not available in demo dataset,not available in demo dataset,Northern America,,10,,10,69990000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
95195,Referral,20170303,4167113770312733608,4167113770312733608_1488584881,Not Socially Engaged,1488584881,1,2017-03-03 23:48:01,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,15,1,13,127900000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
95204,Direct,20170303,6307220164561637913,6307220164561637913_1488612857,Not Socially Engaged,1488612857,1,2017-03-04 07:34:17,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,15,1,12,54980000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
95212,Organic Search,20170303,3857043812510146001,3857043812510146001_1488557688,Not Socially Engaged,1488557688,1,2017-03-03 16:14:48,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,twtelecom.net,not available in demo dataset,not available in demo dataset,Northern America,,17,1,17,59850000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
95229,Organic Search,20170303,2137148419156971164,2137148419156971164_1488561849,Not Socially Engaged,1488561849,1,2017-03-03 17:24:09,Firefox,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,18,1,16,16990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
95230,Organic Search,20170303,5305744522650786238,5305744522650786238_1488578242,Not Socially Engaged,1488578242,6,2017-03-03 21:57:22,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,18,,18,44790000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
95238,Direct,20170303,7753883779576218882,7753883779576218882_1488542619,Not Socially Engaged,1488542619,1,2017-03-03 12:03:39,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,not available in demo dataset,not available in demo dataset,Northern America,,19,1,16,99950000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
95242,Referral,20170303,643575983930852714,0643575983930852714_1488566069,Not Socially Engaged,1488566069,1,2017-03-03 18:34:29,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,20,1,15,314650000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
95256,Organic Search,20170303,3024684683142249446,3024684683142249446_1488586781,Not Socially Engaged,1488586781,4,2017-03-04 00:19:41,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.net,not available in demo dataset,not available in demo dataset,Northern America,,22,,18,23980000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
95265,Organic Search,20170303,173863901552294318,173863901552294318_1488556861,Not Socially Engaged,1488556861,18,2017-03-03 16:01:01,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,23,,17,16780000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
95267,Organic Search,20170303,9046037663524262,009046037663524262_1488553338,Not Socially Engaged,1488553338,4,2017-03-03 15:02:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,23,,22,107180000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
95280,Organic Search,20170303,3783357047189991250,3783357047189991250_1488589500,Not Socially Engaged,1488589500,5,2017-03-04 01:05:00,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,Northern America,,26,,23,7990000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
95283,Referral,20170303,6849604863010168468,6849604863010168468_1488558550,Not Socially Engaged,1488558550,13,2017-03-03 16:29:10,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,27,,23,470480000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95284,Referral,20170303,5473881678861602565,5473881678861602565_1488578313,Not Socially Engaged,1488578313,3,2017-03-03 21:58:33,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,27,,21,58360000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95287,Referral,20170303,2175891853149827407,2175891853149827407_1488588918,Not Socially Engaged,1488588918,4,2017-03-04 00:55:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Austin,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Austin TX,(not set),not available in demo dataset,Texas,Northern America,,28,,21,19190000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95302,Referral,20170303,5843493310673425771,5843493310673425771_1488555157,Not Socially Engaged,1488555157,4,2017-03-03 15:32:37,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Antonio,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Antonio TX,(not set),not available in demo dataset,Texas,Northern America,,35,,28,77550000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95306,Referral,20170303,3979304025284587747,3979304025284587747_1488578939,Not Socially Engaged,1488578939,1,2017-03-03 22:08:59,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,36,1,29,15190000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
95316,Referral,20170303,1722806790293902576,1722806790293902576_1488557587,Not Socially Engaged,1488557587,4,2017-03-03 16:13:07,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,40,,37,201460000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95318,Organic Search,20170303,9954048786263371625,9954048786263371625_1488578454,Not Socially Engaged,1488578454,1,2017-03-03 22:00:54,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Los Angeles,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Los Angeles CA,(not set),not available in demo dataset,California,Northern America,,42,1,33,269700000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
95319,Organic Search,20170303,1680230246971032368,1680230246971032368_1488588625,Not Socially Engaged,1488588625,1,2017-03-04 00:50:25,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,unknown.unknown,not available in demo dataset,New York,Northern America,,42,1,38,16990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
95322,Direct,20170303,4633246963360830872,4633246963360830872_1488572124,Not Socially Engaged,1488572124,2,2017-03-03 20:15:24,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Colombia,not available in demo dataset,not available in demo dataset,not available in demo dataset,une.net.co,not available in demo dataset,not available in demo dataset,South America,,44,,37,94950000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
95323,Referral,20170303,2896773240947804856,2896773240947804856_1488541406,Not Socially Engaged,1488541406,4,2017-03-03 11:43:26,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,51,,41,266230000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95324,Referral,20170303,8091819011425358061,8091819011425358061_1488575549,Not Socially Engaged,1488575549,2,2017-03-03 21:12:29,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,53,,44,104140000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95331,Referral,20170303,1293859889635603442,1293859889635603442_1488559452,Not Socially Engaged,1488559452,5,2017-03-03 16:44:12,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,Northern America,,73,,49,99500000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
95334,Direct,20170303,156905236318704928,156905236318704928_1488558018,Not Socially Engaged,1488558018,7,2017-03-03 16:20:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,118,,85,166320000,1,,,not available in demo dataset,,-1,,,(not set),1,,(none),,(direct),unknown
95913,Referral,20160816,4905999160114046037,4905999160114046037_1471393529,Not Socially Engaged,1471393529,2,2016-08-17 00:25:29,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,9,,9,46610000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96010,Referral,20160816,1494014144412248651,1494014144412248651_1471383245,Not Socially Engaged,1471383245,12,2016-08-16 21:34:05,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,12,,10,55550000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96073,Referral,20160816,8578219364291235989,8578219364291235989_1471380127,Not Socially Engaged,1471380127,3,2016-08-16 20:42:07,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,14,,14,102190000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96080,Organic Search,20160816,1617666835102825483,1617666835102825483_1471372641,Not Socially Engaged,1471372641,7,2016-08-16 18:37:21,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,15,,13,35140000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
96093,Organic Search,20160816,28984301129433960,28984301129433960_1471371390,Not Socially Engaged,1471371390,1,2016-08-16 18:16:30,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Seattle,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Seattle-Tacoma WA,(not set),not available in demo dataset,Washington,Northern America,,15,1,12,28490000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
96094,Organic Search,20160816,8186007457246709564,8186007457246709564_1471408578,Not Socially Engaged,1471408578,1,2016-08-17 04:36:18,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Austin,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Austin TX,rr.com,not available in demo dataset,Texas,Northern America,,15,1,12,33050000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
96107,Organic Search,20160816,5949829052658336477,5949829052658336477_1471375728,Not Socially Engaged,1471375728,1,2016-08-16 19:28:48,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,16,1,12,43030000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
96111,Referral,20160816,4621936357749469927,4621936357749469927_1471388645,Not Socially Engaged,1471388645,2,2016-08-16 23:04:05,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,17,,15,43020000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96114,Referral,20160816,6192520188737101553,6192520188737101553_1471393159,Not Socially Engaged,1471393159,1,2016-08-17 00:19:19,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,afop.com,not available in demo dataset,California,Northern America,,17,1,14,137070000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96138,Referral,20160816,8906637697429401120,8906637697429401120_1471407047,Not Socially Engaged,1471407047,4,2016-08-17 04:10:47,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,19,,16,44560000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96142,Referral,20160816,2100286135111282949,2100286135111282949_1471376197,Not Socially Engaged,1471376197,4,2016-08-16 19:36:37,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,20,,18,50450000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96153,Referral,20160816,3487053922511237877,3487053922511237877_1471365863,Not Socially Engaged,1471365863,5,2016-08-16 16:44:23,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,21,,18,67390000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96162,Referral,20160816,9677631416486425032,9677631416486425032_1471369532,Not Socially Engaged,1471369532,2,2016-08-16 17:45:32,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Goose Creek,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Charleston SC,(not set),not available in demo dataset,South Carolina,Northern America,,21,,16,82440000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96164,Referral,20160816,8690416033474956546,8690416033474956546_1471367693,Not Socially Engaged,1471367693,6,2016-08-16 17:14:53,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,21,,15,70690000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
96168,Organic Search,20160816,7352817445808452606,7352817445808452606_1471367550,Not Socially Engaged,1471367550,1,2016-08-16 17:12:30,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,22,1,18,43440000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
96170,Referral,20160816,7990454624282115583,7990454624282115583_1471368080,Not Socially Engaged,1471368080,1,2016-08-16 17:21:20,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Washington,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Washington DC (Hagerstown MD),(not set),not available in demo dataset,District of Columbia,Northern America,,22,1,20,29740000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
96176,Referral,20160816,3891635216750955275,3891635216750955275_1471354336,Not Socially Engaged,1471354336,4,2016-08-16 13:32:16,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Ann Arbor,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Detroit MI,(not set),not available in demo dataset,Michigan,Northern America,,22,,18,51290000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
